id,drug,ae,path_found
pos_2330,cisplatin,tumor lysis syndrome,FALSE
pos_460,amphotericin b,seizures,FALSE
pos_2253,bisphosphonate,osteonecrosis of the skull base,FALSE
negsent1_500,"imatinib,allopurinol,hydration",tumor lysis syndrome,FALSE
pos_3450,phenylephrine,arterial hypertension,FALSE
pos_306,colchicine,"colchicine intoxication,near fatal",FALSE
negsent1_1334,carbamazepine,,FALSE
pos_2302,sunitinib,"development of abnormally large mammary glands,pain,peri-areolar erythema",FALSE
pos_436,"5-fluorouracil,oxaliplatinum","bilateral patchy pulmonary infiltrates,diarrhoea,t-cd4+ lymphopenia",FALSE
pos_2218,methotrexate,iron deficiency anemia,FALSE
pos_1152,ciprofloxacin,acute renal insufficiency,FALSE
negsent1_1312,methylephedrine,ischemic stroke,FALSE
pos_667,gemcitabine,hus,FALSE
pos_2228,gemcitabine,hus,FALSE
pos_2350,"tmp-sx,trimethoprim-sulfamethoxazole","sjs,stevens-johnson syndrome,ten,toxic epidermal necrolysis",FALSE
pos_186,troglitazone,hepatotoxicity,FALSE
negsent1_975,erlotinib,mild elevation of transaminases,FALSE
negsent1_688,valproate,,FALSE
negsent1_1285,"cyclosporine,corticosteroids,azathioprine,vincristine,mycophenolate mofetil",treatment,FALSE
pos_988,topiramate,"acute myopia,angle-closure glaucoma,anterior chamber shallowing,ciliochoroidal effusion,displacement of the lens-iris diaphragm",FALSE
negsent1_1164,"diltiazem,calcium-channel blockers","adverse effects,hypertrophic cardiomyopathy",FALSE
pos_3893,"ambien,zolpidem",death,FALSE
pos_323,acarbose,ileus,FALSE
pos_2597,quinine,ototoxicity,FALSE
negsent1_779,ifosfamide,,FALSE
pos_1373,iron sucrose,hepatocellular damage,FALSE
neg_58,cholestyramine,osteomalacia,FALSE
pos_2761,prostaglandin-e2,bone formation,FALSE
pos_4188,tpa,vitreous hemorrhage,FALSE
pos_3801,"acyclovir,lithium",serum lithium level had increased,FALSE
pos_2348,adalimumab,acute bilateral phrenic neuropathy,FALSE
pos_881,lithium,lethargy,FALSE
negsent1_1050,phosphate,renal route of potassium loss,FALSE
pos_1068,gemcitabine,radiation recall reactions,FALSE
negsent1_164,disulfiram,"symptoms,liver function tests",FALSE
pos_1638,sumatriptan,spontaneous splenic infarction,FALSE
pos_1670,"lisinopril,losartan",acute renal failure,FALSE
pos_495,quetiapine,"agranulocytosis,granulocytopenia",FALSE
pos_4181,pentazocine,"fibrous myopathy,neuropathy",FALSE
pos_3501,"albuterol,salbutamol",hypokalemia,FALSE
negsent1_1038,paroxetine,,FALSE
pos_2212,amantadine,bilateral corneal edema,FALSE
pos_2508,"calcium hopantenate,hopa",acute encephalopathy,FALSE
negsent1_1176,paclitaxel,"syndrome,causal effect",FALSE
pos_2227,gemcitabine,"hemolytic uremic syndrome,hus",FALSE
pos_652,valproate,"developmental delay,distinctive facial appearance,fetal valproate syndrome,fvs,major and minor malformations",FALSE
pos_3409,etoposide,myocardial infarction,FALSE
pos_2974,isoniazid,pellagra,FALSE
pos_681,mizoribin,siadh,FALSE
pos_2401,gemcitabine,pulmonary toxicity,FALSE
pos_31,pravastatin,myotonia,FALSE
pos_547,interferon alpha,polymyositis,FALSE
pos_1953,glatiramer acetate,embolia cutis medicamentosa,FALSE
pos_2783,human growth hormone,creutzfeldt-jakob disease,FALSE
pos_492,"8-methoxypsoralen,8-mop",systemic allergic contact dermatitis,FALSE
pos_3357,emepronium bromide,oesophageal damage,FALSE
pos_779,sulfonamide,bullous drug reaction,FALSE
pos_785,"g-csf,granulocyte colony-stimulating factor",systemic capillary leak syndrome,FALSE
pos_1344,alfa-interferon,immune-mediated diabetes mellitus,FALSE
pos_1105,bcnu,pulmonary fibrosis,FALSE
pos_3558,"methotrexate,mtx",accelerate hiv disease,FALSE
pos_1092,filgrastim,"acute febrile neutrophilic dermatosis,sweet's syndrome",FALSE
pos_2560,danazol,diabetes,FALSE
negsent1_512,lead,measurement of lead levels in blood and bone,FALSE
negsent1_135,"verapamil,sustained-release verapamil",challenged advertently or inadvertently,FALSE
pos_2153,aspirin,hemorrhage,FALSE
negsent1_1028,carboplatin,bilateral optic glioma,FALSE
pos_1656,5-fluorouracil,"acute confusional state,neurotoxicity",FALSE
negsent1_110,lithium,disorders of impulse control,FALSE
pos_51,clozapine,diurnal variation of the white blood cells,FALSE
pos_1658,caffeine,suicide attempt,FALSE
pos_1059,pilocarpine,"bradycardia,mild hypotension,muscarinic symptoms",FALSE
pos_850,levetiracetam,psychotic behavior,FALSE
pos_846,heparin,"massive pulmonary embolism,thrombocytopenia",FALSE
pos_1595,hcq,ventricular tachycardia,FALSE
pos_2982,amiodarone,dysthyroidism,FALSE
pos_4194,adriamycin,fsgs,FALSE
pos_26,hydroxyurea,acute interstitial pneumonitis,FALSE
negsent1_1306,perhexiline maleate,death,FALSE
negsent1_1460,olanzapine,"agranulocytosis,schizophrenia,myelodysplasia",FALSE
pos_1772,lithium,pulmonary hypertension,FALSE
pos_2827,gold,aplastic anemia,FALSE
pos_1304,rifabutin,corneal endothelial deposits,FALSE
negsent1_456,"rosiglitazone,glyburide","systolic dysfunction,type 2 diabetes mellitus",FALSE
pos_2746,"folinic acid,methotrexate","acute renal impairment,hyperkalaemia,hyperphosphataemia,hyper-uricaemia,hypocalcaemia,metabolic acidosis,phosphate shower syndrome,tetany",FALSE
pos_27,calcipotriol,irritant contact dermatitis,FALSE
pos_1094,clozapine,"hypersensitivity myocarditis,sudden cardiac death",FALSE
pos_1538,ifosfamide,ncse,FALSE
negsent1_70,pantoprazole,,FALSE
negsent1_190,"digoxin,digoxin-specific antibodies",,FALSE
negsent1_230,carbamazepine,"symptoms and biochemical abnormality improved,discontinuation of carbamazepine",FALSE
pos_2596,quinine,reversible hearing loss,FALSE
negsent1_763,chlorambucil,adjuvant chemotherapy,FALSE
negsent1_772,all-trans retinoic acid,myositis,FALSE
pos_252,risperidone,dystonia,FALSE
pos_2543,5-fluorouracil,glaucoma,FALSE
negsent1_740,thyroid hormone,,FALSE
negsent1_1400,chlorambucil,,FALSE
negsent1_1053,"salicylate,choline magnesium trisalicylate",fever,FALSE
pos_1066,gemcitabine,"myositis,radiation recall",FALSE
negsent1_1014,alfa-interferon,,FALSE
pos_3396,"gold sodium thiomalate,gstm","mild nitritoid symptoms,pain,t10-t12 dermatomes",FALSE
pos_1877,clozapine,eosinophilia,FALSE
pos_251,pilsicainide,life-threatening arrhythmias,FALSE
pos_1837,interferon-alpha,psoriasis,FALSE
negsent1_1016,oxaliplatin,,FALSE
negsent1_213,insulin,,FALSE
pos_2005,"aripiprazole,olanzapine",photo-onycholysis,FALSE
pos_1583,cloxacillin,allergy,FALSE
pos_2895,"5-fluorocytosine,amphotericin b",toxic epidermal necrolysis,FALSE
negsent1_1340,5-fluorouracil,,FALSE
pos_2903,prednisone,severe hyperkalemia,FALSE
pos_3619,"co-trimoxazole,sulfamethoxazole-trimethoprim","hyperkalaemia,renal tubular dysfunction",FALSE
negsent1_774,thalidomide,"erythema multiforme,complete disease suppression",FALSE
negsent1_427,vinblastine,development of this syndrome,FALSE
pos_2537,lidocaine,psychiatric symptoms,FALSE
pos_1948,methotrexate,infection with both m. tuberculosis and m. chelonae,FALSE
pos_1070,"bimatoprost,latanoprost","cystoid macula edema,cystoid macular edema,intense conjunctival hyperemia",FALSE
pos_3625,captopril,bone marrow suppression,FALSE
negsent1_705,gemcitabine,pericardial abnormalities,FALSE
pos_2558,nimodipine,ileus,FALSE
negsent1_218,phosphate,,FALSE
negsent1_1044,warfarin,given three fecal occult blood cards,FALSE
neg_125,natalizumab,pcnsl,FALSE
negsent1_622,"clozapine,quetiapine","eosinophilia,improvement in clinical status",FALSE
pos_3917,5-fu,"diarrhea,mucositis,myelosuppression,neurotoxicity,stomatitis",FALSE
pos_10,5-fu,"neurologic toxicity,prolonged myelosuppression,severe mucositis",FALSE
pos_2569,ciprofloxacin,interstitial nephritis,FALSE
pos_2230,chlorambucil,drug rash with eosinophilia and systemic symptoms,FALSE
pos_1054,"furazolidone,nifuroxime",jaundice,FALSE
pos_1799,infliximab,osteomyelitis,FALSE
pos_3086,"ara-c,cytarabine,cytosine arabinoside",herpesvirus infection,FALSE
pos_2385,adalimumab,severe cardiomyopathy,FALSE
negsent1_191,prednisone,red blood cell count dropped by 17% over 7 weeks,FALSE
pos_254,tiagabine,non-convulsive status epilepticus,FALSE
pos_2456,methotrexate,aseptic pleuropericarditis,FALSE
pos_2158,rituximab,acute coronary syndromes,FALSE
pos_1630,"octreotide,pegvisomant",hepatitis,FALSE
negsent1_127,phenytoin,,FALSE
pos_3573,celiprolol,pneumonitis,FALSE
negsent1_454,lithium,,FALSE
pos_3062,serine,psychotic symptoms,FALSE
pos_3692,glibenclamide,pemphigus vulgaris,FALSE
negsent1_46,bortezomib,gastrointestinal toxic effects,FALSE
neg_171,itraconazole,"acute hepatitis,hepatitis",FALSE
pos_2925,methimazole,"bile stasis,cholestasis,fatty liver parenchyma degeneration,granulocytic portal infiltration,leucopenia",FALSE
negsent1_328,"irinotecan,nedaplatin","combination chemotherapy,salvage chemotherapy,refractory non-seminomatous testicular cancer",FALSE
pos_588,clozapine,agranulocytosis,FALSE
negsent1_1423,"calcium polystyrene sulfonate,sorbitol",hyperkalemia,FALSE
negsent1_1194,aspirin,treating children with aspirin at doses previously considered to be non-toxic,FALSE
pos_2795,desipramine,"pain,testicular swelling",FALSE
pos_1005,pantoprazole,general malaise,FALSE
negsent1_1233,"brompheniramine,dextromethorphan,pseudoephedrine",,FALSE
pos_1696,homochlorcyclizine hydrochloride,dyspnea,FALSE
pos_2896,cyclophosphamide,"abdominal right lower quadrant pain,cecal lymphoma",FALSE
negsent1_1258,reserpine,clinical toxicity,FALSE
pos_2010,carbamazepine,hyponatraemia,FALSE
pos_2532,heparin,thrombocytopenia,FALSE
pos_991,doxycycline,photo-onycholysis,FALSE
pos_377,interferon-alpha,hashimoto's disease,FALSE
neg_65,clozapine,eosinophilia,FALSE
negsent1_592,tobramycin,vestibular toxicities,FALSE
pos_1273,tacrolimus,pigmentation,FALSE
pos_2081,alendronate sodium,nodular scleritis,FALSE
pos_1206,mtx,"ebv-associated lymphoproliferative disease,hematopoietic toxicity,immunosuppression",FALSE
neg_53,statin,rhabdomyolysis,TRUE
negsent1_40,etanercept,"discontinuation,control of heart function",FALSE
negsent1_1241,"calcium polystyrene sulfonate,sorbitol",colonic ulcer penetrating the urinary bladder,FALSE
negsent1_369,"losartan,fenofibrate",cardiovascular disease,FALSE
negsent1_1347,"carboplatin,cisplatin",intradermal tests,FALSE
pos_3539,promethazine,coma,FALSE
pos_3718,azathioprine,myelosuppression,FALSE
pos_1907,"interferon alpha,ribavirin",generalized lichen nitidus,FALSE
negsent1_802,cabergoline,lesions,FALSE
pos_3500,albuterol,"cardiac toxicity,hypokalemia",FALSE
negsent1_195,tolmetin,"misleading laboratory result,testing for proteinuria",FALSE
pos_2471,vancomycin,"anaphylactoid,anaphylaxis,blood disorders,gastrointestinal disturbances,hypersensitivity reactions,nephrotoxicity,ototoxicity,red man syndrome",FALSE
negsent1_569,riluzole,,FALSE
pos_715,cisplatin,anaphylaxis,FALSE
pos_891,labetalol,hemodynamic collapse,FALSE
pos_2680,lithium,neurotoxicity,FALSE
pos_3442,"ifn,interferon",graves' hyperthyroidism,FALSE
pos_1822,flecainide,cardiovascular collapse,FALSE
pos_1230,rofecoxib,"ibd,inflammatory bowel disease",FALSE
pos_3799,"acyclovir,lithium",increased serum lithium,FALSE
pos_4179,pentazocine,"gradual stiffness,weakness of the lower extremities",FALSE
pos_346,5-fu,"ectropion,tender, red, scaled lids",FALSE
pos_2606,procainamide,incessant supraventricular tachycardia,FALSE
pos_2737,"ethambutol,isoniazid",optic neuropathy,FALSE
pos_2255,quinine,"thrombotic microangiopathy,tma",FALSE
pos_2098,bevacizumab,spontaneous nasal septal perforation,FALSE
pos_1409,rituximab,cd20-negative tumors,FALSE
pos_3205,verapamil,sustained hypotension,FALSE
pos_4131,"lamotrigine,sertraline",lamotrigine toxicity,FALSE
negsent1_570,"anastrozole,adjuvant chemotherapy,anastrozole hormonotherapy",,FALSE
neg_124,amphotericin b,impaired renal function,FALSE
negsent1_193,atenolol,"plasma atenolol levels decreased,rebound occurred between dialyses",FALSE
negsent1_1142,ibopamine,,FALSE
pos_3252,thiabendazole,"intrahepatic cholestasis,sicca complex",FALSE
pos_458,salsalate,eruption,FALSE
pos_3388,mtx,extensive skin rash,FALSE
pos_1739,ritalin,"cataract,glaucoma",FALSE
pos_1546,hcq,hypersensitivity rash,FALSE
negsent1_474,risperidone,"agitation,dementia",FALSE
pos_355,meloxicam,intestinal toxic effects,FALSE
pos_536,metoclopramide,"movement disorder,unresponsiveness",FALSE
negsent1_731,levothyroxine,"therapeutic failure,brand interchange",FALSE
negsent1_1283,"calcineurin,calcium-channel blocker,alternative calcineurin inhibitor",conversion to an alternative,FALSE
pos_2,dihydrotachysterol,increased calcium-release,FALSE
negsent1_384,quetiapine,,FALSE
pos_3460,benzarone,severe hepatotoxicity,FALSE
negsent1_357,oxaliplatin,episode,FALSE
negsent1_900,acenocoumarol,"atrial fibrillation,recurrent deep venous thrombosis",FALSE
pos_992,doxycycline,photo-onycholysis,FALSE
pos_1474,rituximab,"dyspnea,hypoxemia,pleuritic chest pain",FALSE
pos_702,cytarabine,ppe,FALSE
pos_947,methotrexate,neurotoxicity,FALSE
pos_3046,ibuprofen,15-kg weight gain,FALSE
pos_3856,mequitazine,photosensitivity,FALSE
pos_1841,"sodium valproic acid,vpa","raised intracranial pressure,severe cerebral swelling",FALSE
pos_2300,clarithromycin,rhabdomyolysis,FALSE
pos_2186,adriamycin,congestive heart failure,FALSE
pos_1137,"aminophylline,ethylenediamine",delayed hypersensitivity reaction,FALSE
pos_2106,bupropion,multiple seizures,FALSE
pos_1463,insulin,lipohypertrophy,FALSE
pos_1124,indapamide,diabetes,FALSE
negsent1_469,methotrexate,improvement in the level of arterial blood gases,FALSE
pos_2389,thrombin,"multiple infarcts,slow to awaken,vasospasm",FALSE
pos_2540,sulfonamide,injury to the urinary tract,FALSE
pos_1420,epinephrine,lethal complications,FALSE
pos_3474,sotalol,bradycardia,FALSE
pos_882,"carbamazepine,cbz,tegretol","fever,leukopenia,positive anti-nuclear antibody,rash,systemic lupus erythematosus (sle)-like symptoms",FALSE
pos_227,valproate,reproductive endocrine disorders,FALSE
pos_205,cyanamide,general fatigue,FALSE
negsent1_1465,fludarabine,treatments,FALSE
pos_3470,sumatriptan,coronary artery vasospasm,FALSE
pos_1294,fentanyl,adrenocortical insufficiency,FALSE
pos_2155,rituximab,acute coronary syndromes,FALSE
pos_324,losartan,increases urate excretion,FALSE
negsent1_1230,zonisamide,introduction or increased dosage,FALSE
pos_4254,mineral oil,lipoid pneumonia,FALSE
pos_1594,azathioprine,reactivation of cytomegalovirus,FALSE
pos_3604,valproic acid,"hyperammonemia,lethargy",FALSE
pos_3411,acyclovir,acute renal failure,FALSE
pos_3691,penicillamine,pv,FALSE
pos_1567,sulfadiazine,hypersensitivity,FALSE
pos_2622,bromocriptine,morphea,FALSE
pos_471,carbamazepine,right bundle branch block,FALSE
pos_1618,ivermectin,severe hepatitis,FALSE
pos_344,5-fu,dermatologic and ocular 5-fu toxicities,FALSE
pos_3629,magnesium sulfate,impeded lactogenesis,FALSE
neg_32,clozapine,eosinophilia,FALSE
pos_3563,trimethoprim-sulfamethoxazole,"cholestasis,duct paucity",FALSE
pos_1008,omeprazole,ain,FALSE
pos_2349,tmp-sx,"sjs,ten",FALSE
pos_1651,morphine,"facial flushing,hyperhidrosis",FALSE
pos_768,hydroxyurea,"chronic myeloid leukaemia,cml",FALSE
pos_1449,venlafaxine,urinary incontinence,FALSE
pos_1882,"mmf,prednisone",red blood cell anemia,FALSE
pos_2234,mtx,renal toxicity,FALSE
pos_3752,streptokinase,jaundice,FALSE
pos_2111,cefazolin,leukopenia,FALSE
negsent1_665,"interferon,interferon-based therapy",,FALSE
pos_233,colchicine,proximal muscle weakness,FALSE
pos_1170,cap-xrt,"foot drop,right leg weakness",FALSE
negsent1_830,cyclosporine,"life-threatening drug interaction,chronic uveitis",FALSE
negsent1_423,rifampin,platelet count dropped,FALSE
negsent1_1484,"indinavir,zidovudine,lamivudine",,FALSE
pos_2685,cytosine arabinoside,paraplegia,FALSE
pos_3690,disulfiram,significant abnormalities,FALSE
pos_1502,cyclosporine,"headache,seizure,severe perspiration",FALSE
pos_1949,thalidomide,sustained ventricular tachycardia,FALSE
pos_2017,olanzapine,hyperglycemia,FALSE
pos_2040,pegaptanib,incomplete posterior hyaloid detachment,FALSE
pos_3152,amiodarone,interstitial pneumopathy,FALSE
negsent1_169,"quinine,chloroquine",chloroquine-resistant falciparum malaria,FALSE
pos_1357,"itraconazole,vincristine",vincristine neurotoxicity,FALSE
negsent1_509,protamine,risks of routinely administering protamine to susceptible individuals,FALSE
negsent1_453,"methylphenidate,methylphenidate hydrochloride",,FALSE
pos_3769,"1,25(oh)2d",milk-alkali syndrome,FALSE
pos_1533,cinacalcet hcl,severe hypercalcemia,FALSE
pos_1751,mesalazine,pericarditis,FALSE
negsent1_1454,olanzapine,dose reduction,FALSE
pos_3562,clindamycin,"bile duct injury,bile duct paucity,ductopenia,marked cholestasis,portal inflammation",FALSE
negsent1_250,"procainamide,corticosteroids",,FALSE
pos_1208,imiquimod,psoriasis,FALSE
pos_3431,bleomycin,interstitial pneumonitis,FALSE
pos_4104,"clindamycin,clindamycin phosphate","cdic,c. difficile toxin,diarrhea",FALSE
pos_1742,bevacizumab,visual hallucinations,FALSE
pos_3382,naloxone,"severe pain,withdrawal syndrome",FALSE
pos_731,doxycycline,hypoglycemia,FALSE
pos_809,prednisone,disseminated cellulitic cryptococcosis,FALSE
pos_3025,methazolamide,"agranulocytosis,aplastic anemia",FALSE
negsent1_1327,"reserpine,rauwolfia derivatives",adverse reactions,FALSE
pos_3045,"amoxapine,dibenzoxazepine",galactorrhea,FALSE
pos_582,lansoprazole,thrombocytopenia,FALSE
negsent1_1021,salicylate,"fever,mild hepatic enzyme elevations",FALSE
pos_3945,retinoic acid,"potentially fatal symptom,retinoic acid syndrome,toxicity",FALSE
pos_4048,mesalamine,pancreatitis,FALSE
pos_302,quinine,thrombocytopenia,FALSE
pos_685,"cyclosporin,methotrexate",lymphoma,FALSE
pos_893,cabergoline,pleuropulmonary changes,FALSE
pos_2222,ifnalpha,graves' disease,FALSE
negsent1_247,"sulfasalazine,corticosteroids","completion of a six-week course of corticosteroids,problems resolved",FALSE
pos_3026,5-fluorouracil,squamous-cell carcinoma,FALSE
pos_1681,oxaliplatin,hemolytic and/or thrombocytopenic reactions,FALSE
pos_661,rofecoxib,fixed drug eruption,FALSE
pos_3453,progestin,squamous metaplasia,FALSE
pos_3979,magnesium sulfate,hypermagnesemia,FALSE
pos_2310,flurbiprofen,acute tubulointerstitial nephritis,FALSE
pos_2299,tranexamic acid,polymyoclonus seizure,FALSE
negsent1_663,bisabolol,atopic dermatitis,FALSE
negsent1_514,"cisplatin,cisplatin solution",symptomatology failed to resolve,FALSE
negsent1_956,"verapamil,sustained-release verapamil",similar symptoms,FALSE
pos_3554,interferon,iddm,FALSE
negsent1_1060,warfarin,discontinuation,FALSE
pos_3989,"azithromycin,clarithromycin,lovastatin",rhabdomyolysis,FALSE
neg_151,methylephedrine,stroke,FALSE
pos_2395,sorafenib,interstitial pneumonia,FALSE
negsent1_796,haloperidol,"agitation,delirium",FALSE
negsent1_884,"cefmenoxime,third-generation cephalosporin","recurrent adenocarcinoma of the uterus,urinary tract infection",FALSE
negsent1_432,budesonide,patch testing,FALSE
pos_1386,risperidone,psychiatric and physical manifestations,FALSE
pos_295,"bleomycin,methotrexate","acute digital ischemia,gangrene",FALSE
